id,url,is_valid
8223724,https://phishtank.org/phish_detail.php?phish_id=8223724,VALID PHISH
8223723,https://phishtank.org/phish_detail.php?phish_id=8223723,VALID PHISH
8223722,https://phishtank.org/phish_detail.php?phish_id=8223722,VALID PHISH
8223721,https://phishtank.org/phish_detail.php?phish_id=8223721,Unknown
8223720,https://phishtank.org/phish_detail.php?phish_id=8223720,Unknown
8223719,https://phishtank.org/phish_detail.php?phish_id=8223719,Unknown
8223718,https://phishtank.org/phish_detail.php?phish_id=8223718,Unknown
8223717,https://phishtank.org/phish_detail.php?phish_id=8223717,Unknown
8223716,https://phishtank.org/phish_detail.php?phish_id=8223716,Unknown
8223715,https://phishtank.org/phish_detail.php?phish_id=8223715,Unknown
8223714,https://phishtank.org/phish_detail.php?phish_id=8223714,VALID PHISH
8223713,https://phishtank.org/phish_detail.php?phish_id=8223713,VALID PHISH
8223712,https://phishtank.org/phish_detail.php?phish_id=8223712,VALID PHISH
8223711,https://phishtank.org/phish_detail.php?phish_id=8223711,VALID PHISH
8223710,https://phishtank.org/phish_detail.php?phish_id=8223710,VALID PHISH
8223709,https://phishtank.org/phish_detail.php?phish_id=8223709,VALID PHISH
8223708,https://phishtank.org/phish_detail.php?phish_id=8223708,VALID PHISH
8223707,https://phishtank.org/phish_detail.php?phish_id=8223707,VALID PHISH
8223706,https://phishtank.org/phish_detail.php?phish_id=8223706,VALID PHISH
8223705,https://phishtank.org/phish_detail.php?phish_id=8223705,VALID PHISH
8223704,https://phishtank.org/phish_detail.php?phish_id=8223704,VALID PHISH
8223703,https://phishtank.org/phish_detail.php?phish_id=8223703,VALID PHISH
8223702,https://phishtank.org/phish_detail.php?phish_id=8223702,VALID PHISH
8223701,https://phishtank.org/phish_detail.php?phish_id=8223701,VALID PHISH
8223700,https://phishtank.org/phish_detail.php?phish_id=8223700,Unknown
8223699,https://phishtank.org/phish_detail.php?phish_id=8223699,VALID PHISH
8223698,https://phishtank.org/phish_detail.php?phish_id=8223698,Unknown
8223697,https://phishtank.org/phish_detail.php?phish_id=8223697,Unknown
8223696,https://phishtank.org/phish_detail.php?phish_id=8223696,VALID PHISH
8223695,https://phishtank.org/phish_detail.php?phish_id=8223695,VALID PHISH
8223694,https://phishtank.org/phish_detail.php?phish_id=8223694,VALID PHISH
8223693,https://phishtank.org/phish_detail.php?phish_id=8223693,VALID PHISH
8223692,https://phishtank.org/phish_detail.php?phish_id=8223692,VALID PHISH
8223691,https://phishtank.org/phish_detail.php?phish_id=8223691,VALID PHISH
8223690,https://phishtank.org/phish_detail.php?phish_id=8223690,VALID PHISH
8223689,https://phishtank.org/phish_detail.php?phish_id=8223689,VALID PHISH
8223688,https://phishtank.org/phish_detail.php?phish_id=8223688,VALID PHISH
8223687,https://phishtank.org/phish_detail.php?phish_id=8223687,VALID PHISH
8223686,https://phishtank.org/phish_detail.php?phish_id=8223686,VALID PHISH
8223685,https://phishtank.org/phish_detail.php?phish_id=8223685,Unknown
